tname	annotation	tfgenename	tfcount	npgenename	npcount	nprgenename	nprcount
Antenna	adult olfactory receptor neuron Or65	Fer1	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Kdm4B	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Max	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Mef2	69	sNPF	69	sNPF-R	69
Antenna	adult olfactory receptor neuron Or65	Myc	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Rbp6	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Rfx	60	sNPF	60	sNPF-R	60
Antenna	adult olfactory receptor neuron Or65	Stat92E	60	sNPF	60	sNPF-R	60
Antenna	adult olfactory receptor neuron Or65	Trf2	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	Xbp1	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	crc	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	onecut	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	peb	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or65	pnt	96	sNPF	96	sNPF-R	96
Antenna	adult olfactory receptor neuron Or65	sr	60	sNPF	60	sNPF-R	60
Antenna	adult olfactory receptor neuron Or65	trx	24	sNPF	24	sNPF-R	24
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	CHES-1-like	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Fer1	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Kdm4B	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Max	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Mef2	329	sNPF	329	sNPF-R	329
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Myc	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Rbp6	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Rfx	251	sNPF	251	sNPF-R	251
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Stat92E	281	sNPF	281	sNPF-R	281
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Trf2	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	Xbp1	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	crc	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	onecut	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	peb	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	pnt	404	sNPF	404	sNPF-R	404
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	sr	296	sNPF	296	sNPF-R	296
Antenna	adult olfactory receptor neuron Or67a and likely other unknown ORN types	trx	101	sNPF	101	sNPF-R	101
Antenna	adult olfactory receptor neuron Or67d	CHES-1-like	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Fer1	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Kdm4B	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Max	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Mef2	90	sNPF	90	sNPF-R	90
Antenna	adult olfactory receptor neuron Or67d	Myc	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Rbp6	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Rfx	63	sNPF	63	sNPF-R	63
Antenna	adult olfactory receptor neuron Or67d	Stat92E	57	sNPF	57	sNPF-R	57
Antenna	adult olfactory receptor neuron Or67d	Trf2	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	Xbp1	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	crc	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	onecut	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	peb	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or67d	pnt	108	sNPF	108	sNPF-R	108
Antenna	adult olfactory receptor neuron Or67d	sr	75	sNPF	75	sNPF-R	75
Antenna	adult olfactory receptor neuron Or67d	trx	27	sNPF	27	sNPF-R	27
Antenna	adult olfactory receptor neuron Or85a, Or43b	CHES-1-like	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Fer1	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Kdm4B	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Max	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Mef2	52	sNPF	52	sNPF-R	52
Antenna	adult olfactory receptor neuron Or85a, Or43b	Myc	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Rbp6	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Rfx	43	sNPF	43	sNPF-R	43
Antenna	adult olfactory receptor neuron Or85a, Or43b	Stat92E	46	sNPF	46	sNPF-R	46
Antenna	adult olfactory receptor neuron Or85a, Or43b	Trf2	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	Xbp1	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	crc	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	onecut	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	peb	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or85a, Or43b	pnt	64	sNPF	64	sNPF-R	64
Antenna	adult olfactory receptor neuron Or85a, Or43b	sr	52	sNPF	52	sNPF-R	52
Antenna	adult olfactory receptor neuron Or85a, Or43b	trx	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or88a	CHES-1-like	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Fer1	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Kdm4B	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Max	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Mef2	31	sNPF	31	sNPF-R	31
Antenna	adult olfactory receptor neuron Or88a	Myc	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Rbp6	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Rfx	16	sNPF	16	sNPF-R	16
Antenna	adult olfactory receptor neuron Or88a	Stat92E	28	sNPF	28	sNPF-R	28
Antenna	adult olfactory receptor neuron Or88a	Trf2	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	Xbp1	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	crc	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	onecut	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	peb	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or88a	pnt	40	sNPF	40	sNPF-R	40
Antenna	adult olfactory receptor neuron Or88a	sr	34	sNPF	34	sNPF-R	34
Antenna	adult olfactory receptor neuron Or88a	trx	10	sNPF	10	sNPF-R	10
Antenna	adult olfactory receptor neuron Or92a	CHES-1-like	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Fer1	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Kdm4B	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Max	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Mef2	147	sNPF	147	sNPF-R	147
Antenna	adult olfactory receptor neuron Or92a	Myc	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Rbp6	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Rfx	114	sNPF	114	sNPF-R	114
Antenna	adult olfactory receptor neuron Or92a	Stat92E	147	sNPF	147	sNPF-R	147
Antenna	adult olfactory receptor neuron Or92a	Trf2	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	Xbp1	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	crc	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	onecut	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	peb	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron Or92a	pnt	180	sNPF	180	sNPF-R	180
Antenna	adult olfactory receptor neuron Or92a	sr	135	sNPF	135	sNPF-R	135
Antenna	adult olfactory receptor neuron Or92a	trx	45	sNPF	45	sNPF-R	45
Antenna	adult olfactory receptor neuron unknown type, Orco-	CHES-1-like	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Fer1	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Kdm4B	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Max	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Mef2	22	sNPF	22	sNPF-R	22
Antenna	adult olfactory receptor neuron unknown type, Orco-	Myc	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Rbp6	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Rfx	25	sNPF	25	sNPF-R	25
Antenna	adult olfactory receptor neuron unknown type, Orco-	Stat92E	22	sNPF	22	sNPF-R	22
Antenna	adult olfactory receptor neuron unknown type, Orco-	Trf2	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	Xbp1	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	crc	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	onecut	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	peb	7	sNPF	7	sNPF-R	7
Antenna	adult olfactory receptor neuron unknown type, Orco-	pnt	28	sNPF	28	sNPF-R	28
Antenna	adult olfactory receptor neuron unknown type, Orco-	sr	25	sNPF	25	sNPF-R	25
Antenna	adult olfactory receptor neuron unknown type, Orco-	trx	7	sNPF	7	sNPF-R	7
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	CHES-1-like	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Fer1	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Kdm4B	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Max	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Mef2	4	sNPF	4	sNPF-R	4
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Myc	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Rbp6	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Rfx	4	sNPF	4	sNPF-R	4
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Stat92E	4	sNPF	4	sNPF-R	4
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Trf2	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	Xbp1	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	crc	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	onecut	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	peb	1	sNPF	1	sNPF-R	1
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	pnt	4	sNPF	4	sNPF-R	4
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	sr	4	sNPF	4	sNPF-R	4
Antenna	arista and sacculus thermosensory and hygrosensory neuron Ir21a, Ir40a, Gr28b	trx	1	sNPF	1	sNPF-R	1
Antenna	epithelial cell	CHES-1-like	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Fer1	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Kdm4B	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Max	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Mef2	36	sNPF	36	sNPF-R	36
Antenna	epithelial cell	Myc	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Rbp6	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Rfx	36	sNPF	36	sNPF-R	36
Antenna	epithelial cell	Stat92E	36	sNPF	36	sNPF-R	36
Antenna	epithelial cell	Trf2	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	Xbp1	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	crc	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	grh	3	Crz	3	CrzR	3
Antenna	epithelial cell	onecut	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	peb	9	sNPF	9	sNPF-R	9
Antenna	epithelial cell	pnt	36	sNPF	36	sNPF-R	36
Antenna	epithelial cell	sr	36	sNPF	36	sNPF-R	36
Antenna	epithelial cell	trx	9	sNPF	9	sNPF-R	9
Antenna	hemocyte	CHES-1-like	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Fer1	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Kdm4B	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Max	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Mef2	9	sNPF	9	sNPF-R	9
Antenna	hemocyte	Myc	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Rbp6	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Rfx	12	sNPF	12	sNPF-R	12
Antenna	hemocyte	Stat92E	9	sNPF	9	sNPF-R	9
Antenna	hemocyte	Trf2	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	Xbp1	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	crc	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	onecut	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	peb	3	sNPF	3	sNPF-R	3
Antenna	hemocyte	pnt	12	sNPF	12	sNPF-R	12
Antenna	hemocyte	sr	9	sNPF	9	sNPF-R	9
Antenna	hemocyte	trx	3	sNPF	3	sNPF-R	3
Antenna	Johnston organ neuron	CHES-1-like	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Fer1	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Kdm4B	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Max	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Mef2	820	sNPF	820	sNPF-R	820
Antenna	Johnston organ neuron	Myc	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Rbp6	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Rfx	616	sNPF	616	sNPF-R	616
Antenna	Johnston organ neuron	Stat92E	523	sNPF	523	sNPF-R	523
Antenna	Johnston organ neuron	Trf2	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	Xbp1	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	crc	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	onecut	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	peb	220	sNPF	220	sNPF-R	220
Antenna	Johnston organ neuron	pnt	880	sNPF	880	sNPF-R	880
Antenna	Johnston organ neuron	sr	745	sNPF	745	sNPF-R	745
Antenna	Johnston organ neuron	trx	220	sNPF	220	sNPF-R	220
Antenna	muscle cell	CHES-1-like	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Fer1	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Kdm4B	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Max	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Mef2	29	sNPF	29	sNPF-R	29
Antenna	muscle cell	Myc	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Rbp6	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Rfx	26	sNPF	26	sNPF-R	26
Antenna	muscle cell	Stat92E	20	sNPF	20	sNPF-R	20
Antenna	muscle cell	Trf2	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	Xbp1	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	crc	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	onecut	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	peb	8	sNPF	8	sNPF-R	8
Antenna	muscle cell	pnt	32	sNPF	32	sNPF-R	32
Antenna	muscle cell	sr	26	sNPF	26	sNPF-R	26
Antenna	muscle cell	trx	8	sNPF	8	sNPF-R	8
Antenna	olfactory receptor neuron, coeloconics	CHES-1-like	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Fer1	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Kdm4B	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Max	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Mef2	8	sNPF	8	sNPF-R	8
Antenna	olfactory receptor neuron, coeloconics	Myc	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Rbp6	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Rfx	5	sNPF	5	sNPF-R	5
Antenna	olfactory receptor neuron, coeloconics	Stat92E	5	sNPF	5	sNPF-R	5
Antenna	olfactory receptor neuron, coeloconics	Trf2	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	Xbp1	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	crc	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	onecut	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	peb	2	sNPF	2	sNPF-R	2
Antenna	olfactory receptor neuron, coeloconics	pnt	8	sNPF	8	sNPF-R	8
Antenna	olfactory receptor neuron, coeloconics	sr	8	sNPF	8	sNPF-R	8
Antenna	olfactory receptor neuron, coeloconics	trx	2	sNPF	2	sNPF-R	2
Antenna	sacculus/arista neuron	CHES-1-like	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Fer1	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Kdm4B	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Max	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Mef2	282	sNPF	282	sNPF-R	282
Antenna	sacculus/arista neuron	Myc	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Rbp6	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Rfx	237	sNPF	237	sNPF-R	237
Antenna	sacculus/arista neuron	Stat92E	246	sNPF	246	sNPF-R	246
Antenna	sacculus/arista neuron	Trf2	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	Xbp1	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	crc	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	onecut	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	peb	96	sNPF	96	sNPF-R	96
Antenna	sacculus/arista neuron	pnt	384	sNPF	384	sNPF-R	384
Antenna	sacculus/arista neuron	sr	264	sNPF	264	sNPF-R	264
Antenna	sacculus/arista neuron	trx	96	sNPF	96	sNPF-R	96
Antenna	unannotated	CHES-1-like	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Fer1	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Kdm4B	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Max	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Mef2	860	sNPF	860	sNPF-R	860
Antenna	unannotated	Myc	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Rbp6	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Rfx	656	sNPF	656	sNPF-R	656
Antenna	unannotated	Stat92E	695	sNPF	695	sNPF-R	695
Antenna	unannotated	Trf2	260	sNPF	260	sNPF-R	260
Antenna	unannotated	Xbp1	260	sNPF	260	sNPF-R	260
Antenna	unannotated	crc	260	sNPF	260	sNPF-R	260
Antenna	unannotated	onecut	260	sNPF	260	sNPF-R	260
Antenna	unannotated	peb	260	sNPF	260	sNPF-R	260
Antenna	unannotated	pnt	1040	sNPF	1040	sNPF-R	1040
Antenna	unannotated	sr	773	sNPF	773	sNPF-R	773
Antenna	unannotated	trx	260	sNPF	260	sNPF-R	260
Body wall	adult oenocyte	onecut	1	AstA	1	AstA-R1	1
Body wall	adult peripheral nervous system	onecut	1	AstA	1	AstA-R1	1
Body wall	adult ventral nervous system	CG16779	4	sNPF	4	sNPF-R	4
Body wall	adult ventral nervous system	onecut	1	sNPF	1	sNPF-R	1
Body wall	adult ventral nervous system	sr	4	sNPF	4	sNPF-R	4
Body wall	adult ventral nervous system	toy	1	sNPF	1	sNPF-R	1
Body wall	muscle cell	CG16779	12	sNPF	12	sNPF-R	12
Body wall	muscle cell	onecut	4	AstA	4	AstA-R1	4
Body wall	muscle cell	onecut	3	sNPF	3	sNPF-R	3
Body wall	muscle cell	sr	12	sNPF	12	sNPF-R	12
Body wall	muscle cell	toy	3	sNPF	3	sNPF-R	3
Body wall	unannotated	onecut	1	AstA	1	AstA-R1	1
Fat body	adult fat body	Cf2	3	natalisin	3	TkR86C	3
Fat body	adult fat body	Trf2	7	Pdf	7	Pdfr	7
Fat body	adult fat body	Trf2	3	natalisin	3	TkR86C	3
Fat body	adult fat body	Zif	3	natalisin	3	TkR86C	3
Fat body	adult fat body	kay	52	AstA	52	AstA-R1	52
Fat body	adult fat body	slou	52	AstA	52	AstA-R1	52
Fat body	adult fat body	vri	52	AstA	52	AstA-R1	52
Fat body	adult oenocyte	kay	1	AstA	1	AstA-R1	1
Fat body	adult oenocyte	slou	1	AstA	1	AstA-R1	1
Fat body	adult oenocyte	vri	1	AstA	1	AstA-R1	1
Fat body	epithelial cell	kay	1	AstA	1	AstA-R1	1
Fat body	epithelial cell	slou	1	AstA	1	AstA-R1	1
Fat body	epithelial cell	vri	1	AstA	1	AstA-R1	1
Fat body	hemocyte	kay	2	AstA	2	AstA-R1	2
Fat body	hemocyte	slou	2	AstA	2	AstA-R1	2
Fat body	hemocyte	vri	2	AstA	2	AstA-R1	2
Fat body	testis	Cf2	1	natalisin	1	TkR86C	1
Fat body	testis	Kah	1	FMRFa	1	FMRFaR	1
Fat body	testis	Trf2	1	natalisin	1	TkR86C	1
Fat body	testis	Zif	1	natalisin	1	TkR86C	1
Fat body	testis	kay	2	AstA	2	AstA-R1	2
Fat body	testis	slou	2	AstA	2	AstA-R1	2
Fat body	testis	vri	2	AstA	2	AstA-R1	2
Fat body	unannotated	Cf2	1	natalisin	1	TkR86C	1
Fat body	unannotated	Trf2	2	Pdf	2	Pdfr	2
Fat body	unannotated	Trf2	1	natalisin	1	TkR86C	1
Fat body	unannotated	Zif	1	natalisin	1	TkR86C	1
Fat body	unannotated	kay	1	AstA	1	AstA-R1	1
Fat body	unannotated	slou	1	AstA	1	AstA-R1	1
Fat body	unannotated	vri	1	AstA	1	AstA-R1	1
Gut	adult Malpighian tubule	ERR	4	natalisin	4	TkR86C	4
Gut	antimicrobial peptide-producing cell	onecut	1	AstA	1	AstA-R1	1
Gut	cardia (1)	onecut	1	AstA	1	AstA-R1	1
Gut	enterocyte of anterior adult midgut epithelium	onecut	1	AstA	1	AstA-R1	1
Gut	enterocyte of posterior adult midgut epithelium	ERR	4	natalisin	4	TkR86C	4
Gut	enterocyte of posterior adult midgut epithelium	onecut	1	AstA	1	AstA-R1	1
Gut	enterocyte-like	Cf2	1	sNPF	1	sNPF-R	1
Gut	enterocyte-like	CrebA	1	sNPF	1	sNPF-R	1
Gut	enterocyte-like	Myc	1	sNPF	1	sNPF-R	1
Gut	enterocyte-like	Trf2	1	sNPF	1	sNPF-R	1
Gut	enterocyte-like	cwo	1	sNPF	1	sNPF-R	1
Gut	enterocyte-like	foxo	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	Cf2	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	CrebA	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	Myc	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	Trf2	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	cwo	4	sNPF	4	sNPF-R	4
Gut	enteroendocrine cell	foxo	13	sNPF	13	sNPF-R	13
Gut	enteroendocrine cell	onecut	5	AstA	5	AstA-R1	5
Gut	midgut large flat cell	onecut	1	AstA	1	AstA-R1	1
Gut	unannotated	Cf2	2	sNPF	2	sNPF-R	2
Gut	unannotated	CrebA	2	sNPF	2	sNPF-R	2
Gut	unannotated	Myc	8	sNPF	8	sNPF-R	8
Gut	unannotated	Trf2	2	sNPF	2	sNPF-R	2
Gut	unannotated	cwo	2	sNPF	2	sNPF-R	2
Gut	unannotated	foxo	8	sNPF	8	sNPF-R	8
Gut	unannotated	onecut	2	AstA	2	AstA-R1	2
Heart	adult Malpighian tubule	CrebA	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	CrebB	4	natalisin	4	TkR86C	4
Heart	adult Malpighian tubule	GATAd	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	GATAe	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	Jra	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	Myc	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	Rel	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	bs	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	crp	1	natalisin	1	TkR86C	1
Heart	adult Malpighian tubule	kay	4	natalisin	4	TkR86C	4
Leg	mechanosensory neuron of leg chordotonal organ	svp	4	sNPF	4	sNPF-R	4
Male reproductive glands	anterior ejaculatory duct	Abl	1	AstA	1	AstA-R1	1
Male reproductive glands	anterior ejaculatory duct	Atf3	1	AstA	1	AstA-R1	1
